date,open,high,low,close,price_change
2015-07-28,0.90371,0.90792,0.90204,0.90367,0.217365
2015-07-29,0.91042,0.91648,0.90992,0.91041,0.745847
2015-07-30,0.91393,0.91542,0.90007,0.91414,0.409706
2015-08-02,0.91166,0.91374,0.90947,0.91166,-0.271293
2015-08-03,0.91291,0.91462,0.90942,0.91274,0.118465
2015-08-04,0.91861,0.92163,0.91585,0.91836,0.615728
2015-08-05,0.91709,0.91933,0.91453,0.91717,-0.129579
2015-08-06,0.91558,0.92089,0.91169,0.91516,-0.219152
2015-08-09,0.91249,0.91516,0.90909,0.91199,-0.346388
2015-08-10,0.90761,0.91228,0.90205,0.90769,-0.471496
2015-08-11,0.90549,0.90637,0.89204,0.90563,-0.22695
2015-08-12,0.89639,0.90238,0.89373,0.89598,-1.06556
2015-08-13,0.89614,0.90081,0.89365,0.89598,0.0
2015-08-16,0.90131,0.90395,0.8988,0.90147,0.612737
2015-08-17,0.90276,0.90729,0.9009,0.90269,0.135335
2015-08-18,0.90654,0.90741,0.90253,0.90655,0.427611
2015-08-19,0.89928,0.90022,0.89127,0.89944,-0.784292
2015-08-20,0.89,0.89031,0.87958,0.88992,-1.05844
2015-08-23,0.87889,0.87928,0.85426,0.87897,-1.23045
2015-08-24,0.86338,0.87717,0.86281,0.86333,-1.77936
2015-08-25,0.86544,0.88067,0.86513,0.86573,0.277993
2015-08-26,0.88187,0.89193,0.88016,0.88183,1.8597
2015-08-27,0.88928,0.89632,0.88417,0.88905,0.818752
2015-08-30,0.89192,0.89398,0.88778,0.89174,0.30257
2015-08-31,0.89079,0.89084,0.88243,0.8908,-0.105412
2015-09-01,0.88525,0.89104,0.88496,0.88547,-0.598339
2015-09-02,0.89166,0.90174,0.88889,0.89158,0.690029
2015-09-03,0.8988,0.90134,0.89606,0.8988,0.809798
2015-09-06,0.89614,0.89894,0.89445,0.8967,-0.233645
2015-09-07,0.89614,0.89656,0.89047,0.89574,-0.107059
2015-09-08,0.89222,0.89821,0.89206,0.89227,-0.387389
2015-09-09,0.89131,0.89486,0.88653,0.89121,-0.118798
2015-09-10,0.8863,0.88843,0.88166,0.88567,-0.621627
2015-09-13,0.88152,0.88592,0.87935,0.88152,-0.468572
2015-09-14,0.8841,0.88811,0.88261,0.88436,0.322171
2015-09-15,0.88708,0.89166,0.88405,0.88717,0.317744
2015-09-16,0.88543,0.8859,0.88183,0.88558,-0.179222
2015-09-17,0.87673,0.88092,0.8726,0.87712,-0.955306
2015-09-20,0.8855,0.89414,0.88261,0.88558,0.96452
2015-09-21,0.89358,0.89841,0.89206,0.89358,0.903363
2015-09-22,0.89912,0.90035,0.89361,0.89922,0.631169
2015-09-23,0.89381,0.89552,0.88526,0.89366,-0.618314
2015-09-24,0.89436,0.89942,0.89251,0.89454,0.0984715
2015-09-27,0.89282,0.89669,0.88957,0.89272,-0.203457
2015-09-28,0.89019,0.89327,0.8865,0.89039,-0.261
2015-09-29,0.88857,0.89622,0.88794,0.88842,-0.221251
2015-09-30,0.89513,0.89775,0.89206,0.89509,0.750771
2015-10-01,0.89326,0.89672,0.88376,0.89338,-0.191042
2015-10-04,0.89115,0.8931,0.8859,0.89071,-0.298865
2015-10-05,0.89302,0.89477,0.88653,0.89324,0.284043
2015-10-06,0.88708,0.89173,0.88619,0.88747,-0.645963
2015-10-07,0.88952,0.8897,0.88393,0.88968,0.249022
2015-10-08,0.88605,0.88731,0.87884,0.88598,-0.41588
2015-10-11,0.87958,0.88041,0.87719,0.87951,-0.730265
2015-10-12,0.88075,0.88129,0.87642,0.88063,0.127344
2015-10-13,0.87834,0.87834,0.87336,0.87835,-0.258906
2015-10-14,0.87146,0.87987,0.87,0.87142,-0.788979
2015-10-15,0.87974,0.88188,0.87719,0.87965,0.944436
2015-10-18,0.88028,0.88429,0.87874,0.8802,0.0625249
2015-10-19,0.88246,0.88294,0.87796,0.88269,0.28289
2015-10-20,0.88059,0.88199,0.87889,0.88075,-0.219783
2015-10-21,0.88129,0.89783,0.8809,0.88121,0.0522282
2015-10-22,0.9022,0.90818,0.89759,0.90245,2.41032
2015-10-25,0.90741,0.9086,0.90416,0.90741,0.549615
2015-10-26,0.90408,0.90645,0.90269,0.90367,-0.412162
2015-10-27,0.90613,0.90686,0.9009,0.90604,0.262264
2015-10-28,0.91525,0.91659,0.91058,0.915,0.988919
2015-10-29,0.90975,0.91158,0.90318,0.9096,-0.590164
2015-11-01,0.90703,0.90876,0.90416,0.90695,-0.291337
2015-11-02,0.90769,0.91424,0.90645,0.90777,0.0904129
2015-11-03,0.91199,0.92183,0.91183,0.91208,0.47479
2015-11-04,0.9203,0.92276,0.91743,0.92013,0.882598
2015-11-05,0.9187,0.93356,0.91785,0.91878,-0.146718
2015-11-08,0.93176,0.93197,0.92678,0.93167,1.40295
2015-11-09,0.92939,0.93668,0.92913,0.92941,-0.242575
2015-11-10,0.93127,0.93388,0.92825,0.93131,0.204431
2015-11-11,0.92894,0.9351,0.92593,0.92911,-0.236226
2015-11-12,0.92516,0.93266,0.92498,0.92464,-0.481106
2015-11-15,0.93449,0.93449,0.92937,0.93458,1.07501
2015-11-16,0.93554,0.9395,0.93528,0.93563,0.11235
2015-11-17,0.9395,0.94053,0.93528,0.93951,0.414694
2015-11-18,0.93694,0.93721,0.93162,0.93721,-0.244808
2015-11-19,0.93223,0.93773,0.93197,0.9323,-0.523895
2015-11-22,0.93985,0.94313,0.93861,0.93976,0.800172
2015-11-23,0.93994,0.94128,0.93703,0.93967,-0.00957691
2015-11-24,0.9395,0.94554,0.93545,0.93951,-0.0170273
2015-11-25,0.94118,0.94322,0.94073,0.94118,0.177752
2015-11-26,0.943,0.94607,0.94003,0.943,0.193374
2015-11-29,0.94491,0.94661,0.94366,0.94491,0.202545
2015-11-30,0.94581,0.94643,0.93985,0.94581,0.0952472
2015-12-01,0.941,0.94679,0.93985,0.9411,-0.497986
2015-12-02,0.94233,0.94859,0.9181,0.94224,0.121135
2015-12-03,0.91589,0.92098,0.91308,0.91609,-2.7753
2015-12-06,0.91886,0.9261,0.91886,0.91878,0.293639
2015-12-07,0.92285,0.92324,0.91743,0.92302,0.461482
2015-12-08,0.91785,0.91895,0.90992,0.91794,-0.550367
2015-12-09,0.90769,0.91508,0.90719,0.90761,-1.12535
2015-12-10,0.91341,0.91508,0.90662,0.9134,0.637939
2015-12-13,0.90992,0.91349,0.9058,0.91042,-0.326254
2015-12-14,0.90973,0.91558,0.90334,0.90967,-0.0823796
2015-12-15,0.91441,0.91632,0.91258,0.91439,0.518869
2015-12-16,0.91962,0.92306,0.91836,0.91958,0.567591
2015-12-17,0.92217,0.92541,0.91996,0.92216,0.280563
2015-12-20,0.91995,0.92149,0.91575,0.91997,-0.237486
2015-12-21,0.91642,0.91701,0.91041,0.91634,-0.394578
2015-12-22,0.91324,0.9187,0.91283,0.91324,-0.338302
2015-12-23,0.91659,0.91659,0.91183,0.91666,0.374491
2015-12-24,0.91198,0.91349,0.91116,0.91158,-0.554186
2015-12-27,0.91191,0.91258,0.90909,0.91191,0.0362009
2015-12-28,0.911,0.91659,0.90909,0.91114,-0.0844382
2015-12-29,0.91508,0.91659,0.91324,0.91508,0.432425
2015-12-30,0.91424,0.9203,0.91416,0.91458,-0.05464
2015-12-31,0.92089,0.92089,0.92022,0.92089,0.689934
2016-01-03,0.92123,0.92541,0.91358,0.92132,0.0
2016-01-04,0.9237,0.93353,0.92242,0.92357,0.244215
2016-01-05,0.93006,0.93266,0.92833,0.93006,0.702708
2016-01-06,0.92782,0.92816,0.91946,0.92773,-0.250521
2016-01-07,0.91516,0.92524,0.915,0.91525,-1.34522
2016-01-10,0.91416,0.92149,0.91358,0.91399,-0.137667
2016-01-11,0.9209,0.92387,0.91726,0.92098,0.764779
2016-01-12,0.92217,0.92541,0.91878,0.92217,0.12921
2016-01-13,0.91844,0.92251,0.91324,0.91861,-0.386046
2016-01-14,0.921,0.921,0.91058,0.9209,0.24929
2016-01-17,0.91583,0.91946,0.91516,0.91575,-0.559236
2016-01-18,0.91785,0.92064,0.91659,0.91785,0.22932
2016-01-19,0.91646,0.91803,0.91108,0.91634,-0.164515
2016-01-20,0.91937,0.92747,0.91558,0.91937,0.330663
2016-01-21,0.92073,0.92627,0.92047,0.92064,0.138138
2016-01-24,0.92601,0.92661,0.92166,0.92601,0.58329
2016-01-25,0.92134,0.92421,0.91912,0.9214,-0.497835
2016-01-26,0.92047,0.9214,0.91642,0.92039,-0.109616
2016-01-27,0.91709,0.91996,0.91324,0.91676,-0.394398
2016-01-28,0.91433,0.92421,0.91348,0.91433,-0.265064
2016-01-31,0.92368,0.92368,0.91642,0.92371,1.02589
2016-02-01,0.91752,0.91783,0.91408,0.91766,-0.654967
2016-02-02,0.91558,0.91693,0.90269,0.91558,-0.226663
2016-02-03,0.90155,0.90318,0.88984,0.90163,-1.52362
2016-02-04,0.89286,0.90009,0.8915,0.89286,-0.972683
2016-02-07,0.8971,0.90188,0.89365,0.89726,0.492798
2016-02-08,0.89358,0.89574,0.88386,0.89367,-0.400107
2016-02-09,0.88574,0.89555,0.88425,0.88574,-0.887352
2016-02-10,0.88621,0.88684,0.87966,0.88645,0.080159
2016-02-11,0.8836,0.89047,0.88232,0.88355,-0.327148
2016-02-14,0.89079,0.89847,0.88972,0.89079,0.819422
2016-02-15,0.8946,0.89847,0.8935,0.89493,0.464756
2016-02-16,0.89718,0.90025,0.89445,0.8971,0.242477
2016-02-17,0.89912,0.90302,0.8967,0.89904,0.216252
2016-02-18,0.90009,0.90351,0.89686,0.90001,0.107893
2016-02-21,0.89896,0.9086,0.89888,0.89896,-0.116665
2016-02-22,0.90686,0.90975,0.90481,0.90678,0.869894
2016-02-23,0.90703,0.91241,0.9058,0.90686,0.00882243
2016-02-24,0.90786,0.90975,0.90498,0.90794,0.119092
2016-02-25,0.90703,0.91525,0.90334,0.90703,-0.100227
2016-02-28,0.91525,0.92047,0.91224,0.91542,0.924997
2016-02-29,0.91853,0.92268,0.91794,0.91836,0.321164
2016-03-01,0.91937,0.9237,0.91912,0.91946,0.119779
2016-03-02,0.91996,0.92115,0.91424,0.92005,0.0641681
2016-03-03,0.91341,0.91676,0.9058,0.91333,-0.730395
2016-03-06,0.90959,0.91391,0.90917,0.90959,-0.409491
2016-03-07,0.90794,0.9086,0.90416,0.90777,-0.20009
2016-03-08,0.90893,0.91341,0.90784,0.90876,0.109058
2016-03-09,0.91017,0.92356,0.89606,0.91,0.13645
2016-03-10,0.89453,0.90222,0.89206,0.89458,-1.69451
2016-03-13,0.89582,0.90123,0.89541,0.89542,0.0938988
2016-03-14,0.90074,0.90302,0.89847,0.90074,0.594135
2016-03-15,0.90009,0.90432,0.90001,0.90017,-0.0632813
2016-03-16,0.8915,0.89222,0.88152,0.89135,-0.979815
2016-03-17,0.88375,0.88826,0.88191,0.88355,-0.875077
2016-03-20,0.88684,0.88984,0.88574,0.8866,0.345198
2016-03-21,0.88992,0.8935,0.88794,0.89,0.383487
2016-03-22,0.89103,0.89558,0.89103,0.89103,0.11573
2016-03-23,0.89429,0.89689,0.89365,0.89437,0.374847
2016-03-24,0.8955,0.89632,0.89469,0.89542,0.117401
2016-03-27,0.89606,0.89643,0.89142,0.89606,0.0714748
2016-03-28,0.89278,0.89526,0.89095,0.89264,-0.381671
2016-03-29,0.88573,0.8859,0.88013,0.88558,-0.790912
2016-03-30,0.8823,0.88402,0.87642,0.88225,-0.376025
2016-03-31,0.87881,0.88168,0.87428,0.87876,-0.395579
2016-04-03,0.87742,0.88028,0.87627,0.87796,-0.0910374
2016-04-04,0.87819,0.88183,0.87665,0.87804,0.00911203
2016-04-05,0.87866,0.8825,0.87504,0.87858,0.0615006
2016-04-06,0.87722,0.88183,0.87313,0.87681,-0.201461
2016-04-07,0.87958,0.88106,0.87566,0.8792,0.272579
2016-04-10,0.87665,0.87917,0.87336,0.87696,-0.254777
2016-04-11,0.87626,0.88082,0.8723,0.8762,-0.086663
2016-04-12,0.87827,0.887,0.87773,0.87835,0.245378
2016-04-13,0.88652,0.89,0.88543,0.8866,0.939261
2016-04-14,0.8877,0.88908,0.88355,0.88731,0.0800812
2016-04-17,0.88488,0.88692,0.88246,0.88496,-0.264845
2016-04-18,0.88417,0.88456,0.87827,0.88425,-0.0802296
2016-04-19,0.88037,0.88324,0.87827,0.88031,-0.445575
2016-04-20,0.88456,0.88668,0.87765,0.88456,0.482784
2016-04-21,0.8855,0.88968,0.88425,0.88558,0.115312
2016-04-24,0.89023,0.89071,0.8866,0.89015,0.516046
2016-04-25,0.88757,0.88826,0.88191,0.88739,-0.31006
2016-04-26,0.88511,0.88558,0.88183,0.88503,-0.265948
2016-04-27,0.88277,0.88503,0.87982,0.88269,-0.264398
2016-04-28,0.88044,0.88044,0.8726,0.8806,-0.236776
2016-05-01,0.87245,0.87335,0.86745,0.87237,-0.93459
2016-05-02,0.8676,0.86926,0.86103,0.86768,-0.537616
2016-05-03,0.86938,0.87184,0.86745,0.86926,0.182095
2016-05-04,0.87023,0.87796,0.86987,0.87009,0.0954835
2016-05-05,0.87704,0.87771,0.8717,0.87673,0.763139
2016-05-08,0.87812,0.87904,0.87489,0.87812,0.158544
2016-05-09,0.87845,0.88013,0.87673,0.87812,0.0
2016-05-10,0.87912,0.8792,0.87367,0.87917,0.119574
2016-05-11,0.8752,0.87874,0.87481,0.87512,-0.460662
2016-05-12,0.8791,0.88621,0.87873,0.87897,0.43994
2016-05-15,0.88363,0.88453,0.88152,0.88363,0.530166
2016-05-16,0.8837,0.88464,0.88121,0.8837,0.00792187
2016-05-17,0.88388,0.8881,0.88363,0.8837,0.0
2016-05-18,0.89111,0.89429,0.89039,0.89103,0.829467
2016-05-19,0.89273,0.89294,0.88968,0.89238,0.15151
2016-05-22,0.89119,0.89365,0.88944,0.89113,-0.140075
2016-05-23,0.8915,0.89718,0.89047,0.89158,0.0504977
2016-05-24,0.89791,0.89847,0.89518,0.89783,0.701003
2016-05-25,0.8963,0.8963,0.89127,0.89614,-0.188232
2016-05-26,0.89342,0.8988,0.8927,0.89349,-0.295713
2016-05-29,0.90001,0.9009,0.89686,0.90009,0.738676
2016-05-30,0.89686,0.89912,0.89477,0.89699,-0.34441
2016-05-31,0.89799,0.89952,0.89365,0.89799,0.111484
2016-06-01,0.89342,0.89686,0.89127,0.89373,-0.474393
2016-06-02,0.89654,0.89783,0.88106,0.8967,0.332315
2016-06-05,0.88098,0.88236,0.87874,0.88098,-1.75309
2016-06-06,0.87992,0.88183,0.87874,0.87997,-0.114645
2016-06-07,0.88055,0.88055,0.87566,0.88045,0.0545473
2016-06-08,0.87673,0.88433,0.87589,0.87665,-0.431597
2016-06-09,0.88402,0.887,0.88308,0.88378,0.813323
2016-06-12,0.8896,0.88992,0.8848,0.88968,0.667587
2016-06-13,0.8859,0.89365,0.88496,0.88566,-0.451848
2016-06-14,0.89182,0.89358,0.8881,0.89182,0.695526
2016-06-15,0.888,0.89831,0.88496,0.88789,-0.440672
2016-06-16,0.88731,0.89079,0.88527,0.88873,0.0946063
2016-06-19,0.88113,0.88433,0.87843,0.88113,-0.855153
2016-06-20,0.88317,0.88936,0.88106,0.88316,0.230386
2016-06-21,0.88873,0.88987,0.88222,0.88884,0.643145
2016-06-22,0.88277,0.88339,0.8755,0.88275,-0.685163
2016-06-23,0.88261,0.91583,0.88221,0.88308,0.0373832
2016-06-26,0.90621,0.91124,0.90237,0.90613,2.61018
2016-06-27,0.90777,0.90777,0.90009,0.90785,0.189818
2016-06-28,0.90269,0.90485,0.89863,0.90302,-0.532026
2016-06-29,0.8988,0.90465,0.89654,0.89863,-0.486146
2016-06-30,0.9006,0.90302,0.89526,0.90041,0.198079
2016-07-03,0.89839,0.9009,0.89686,0.89839,-0.224342
2016-07-04,0.89722,0.90285,0.89445,0.89718,-0.134685
2016-07-05,0.9038,0.90629,0.90171,0.90375,0.732294
2016-07-06,0.9009,0.90432,0.90025,0.90098,-0.306501
2016-07-07,0.90375,0.90826,0.90025,0.90369,0.300784
2016-07-10,0.90522,0.90744,0.90318,0.90547,0.19697
2016-07-11,0.90432,0.90465,0.89896,0.90432,-0.127006
2016-07-12,0.9041,0.90547,0.89928,0.90392,-0.0442321
2016-07-13,0.90123,0.90155,0.89526,0.90131,-0.288742
2016-07-14,0.90038,0.90426,0.8963,0.90041,-0.0998547
2016-07-17,0.90454,0.90594,0.90171,0.90472,0.478671
2016-07-18,0.90323,0.90893,0.90247,0.90319,-0.169113
2016-07-19,0.90789,0.91041,0.90662,0.90797,0.529235
2016-07-20,0.90766,0.91025,0.90432,0.90748,-0.0539665
2016-07-21,0.90636,0.91174,0.9058,0.90638,-0.121215
2016-07-24,0.91164,0.91294,0.90926,0.91154,0.569298
2016-07-25,0.90993,0.91075,0.90711,0.90982,-0.188692
2016-07-26,0.91008,0.91051,0.90826,0.9101,0.0307753
2016-07-27,0.90349,0.90409,0.89928,0.90306,-0.773541
2016-07-28,0.90223,0.90302,0.89318,0.90217,-0.0985538
2016-07-31,0.89543,0.89638,0.89413,0.89541,-0.749304
2016-08-01,0.89549,0.89577,0.89031,0.89541,0.0
2016-08-02,0.89138,0.89574,0.89127,0.89134,-0.45454
2016-08-03,0.89667,0.89946,0.89641,0.89674,0.605829
2016-08-04,0.89811,0.90505,0.89594,0.89809,0.150545
2016-08-07,0.9019,0.90304,0.90041,0.90175,0.407532
2016-08-08,0.90197,0.90318,0.89912,0.90223,0.0532298
2016-08-09,0.89943,0.89943,0.89286,0.89962,-0.289283
2016-08-10,0.89397,0.89783,0.89358,0.89394,-0.631378
2016-08-11,0.89775,0.89826,0.89127,0.89774,0.425084
2016-08-14,0.8955,0.89642,0.8924,0.8955,-0.249515
2016-08-15,0.8941,0.8945,0.8831,0.89413,-0.152987
2016-08-16,0.8866,0.88841,0.8854,0.88684,-0.815318
2016-08-17,0.8848,0.88526,0.8818,0.88504,-0.202968
2016-08-18,0.8811,0.88449,0.8809,0.8811,-0.445178
2016-08-21,0.8849,0.887,0.8824,0.8851,0.453978
2016-08-22,0.8835,0.88417,0.8805,0.88345,-0.18642
2016-08-23,0.8847,0.88921,0.8839,0.88489,0.162997
2016-08-24,0.8879,0.88805,0.88496,0.8878,0.328854
2016-08-25,0.8858,0.8901,0.8818,0.8857,-0.23654
2016-08-28,0.8931,0.896,0.89206,0.8929,0.812916
2016-08-29,0.8935,0.89767,0.8935,0.89343,0.0593572
2016-08-30,0.8968,0.8988,0.8957,0.8966,0.354812
2016-08-31,0.8962,0.89847,0.89286,0.896,-0.0669195
2016-09-01,0.8928,0.89654,0.8888,0.8928,-0.357143
2016-09-04,0.896,0.89756,0.8941,0.8959,0.347222
2016-09-05,0.8967,0.8973,0.88857,0.8966,0.0781337
2016-09-06,0.889,0.89025,0.8877,0.8886,-0.89226
2016-09-07,0.8896,0.8898,0.88261,0.8896,0.112537
2016-09-08,0.8874,0.89238,0.886,0.8872,-0.269784
2016-09-11,0.8896,0.89169,0.8879,0.88959,0.269387
2016-09-12,0.88958,0.89127,0.8881,0.8894,-0.0213582
2016-09-13,0.8913,0.8917,0.8869,0.89137,0.221498
2016-09-14,0.88925,0.89119,0.8864,0.8891,-0.254664
2016-09-15,0.88905,0.89638,0.8889,0.88921,0.0123721
2016-09-18,0.896,0.89654,0.89206,0.89618,0.783842
2016-09-19,0.8945,0.89558,0.8918,0.8944,-0.198621
2016-09-20,0.8964,0.8988,0.8953,0.89654,0.239267
2016-09-21,0.8934,0.89429,0.8882,0.8934,-0.350235
2016-09-22,0.8921,0.89318,0.89047,0.89205,-0.151108
2016-09-25,0.8897,0.89111,0.8866,0.88974,-0.258954
2016-09-26,0.88883,0.89334,0.8881,0.8889,-0.0944096
2016-09-27,0.8914,0.89413,0.8899,0.8913,0.269997
2016-09-28,0.8909,0.8929,0.88889,0.89087,-0.0482441
2016-09-29,0.8911,0.89654,0.88889,0.8913,0.0482674
2016-10-02,0.89,0.89238,0.8894,0.8901,-0.134635
2016-10-03,0.8918,0.89767,0.88889,0.89203,0.21683
2016-10-04,0.892,0.8935,0.88968,0.892,-0.00336312
2016-10-05,0.8922,0.8969,0.8919,0.8922,0.0224215
2016-10-06,0.8972,0.90041,0.8927,0.8973,0.571621
2016-10-09,0.89322,0.8968,0.8927,0.8931,-0.468071
2016-10-10,0.8974,0.90449,0.8974,0.8976,0.503863
2016-10-11,0.904,0.9086,0.904,0.904,0.713012
2016-10-12,0.908,0.91025,0.9051,0.90811,0.454646
2016-10-13,0.905,0.9103,0.9043,0.905,-0.34247
2016-10-16,0.9117,0.91197,0.9081,0.91176,0.746961
2016-10-17,0.9081,0.91141,0.9067,0.9078,-0.434325
2016-10-18,0.9111,0.91274,0.9087,0.911,0.352501
2016-10-19,0.9111,0.91609,0.9067,0.91115,0.0164654
2016-10-20,0.91489,0.9206,0.9148,0.91488,0.409373
2016-10-23,0.9187,0.92077,0.91726,0.9189,0.439402
2016-10-24,0.9195,0.92137,0.91743,0.9195,0.0652955
2016-10-25,0.91851,0.9194,0.9134,0.9185,-0.108755
2016-10-26,0.9165,0.91794,0.9139,0.91642,-0.226456
2016-10-27,0.91743,0.91764,0.913,0.9174,0.106938
2016-10-30,0.9104,0.91414,0.9104,0.91036,-0.767386
2016-10-31,0.9113,0.91226,0.9049,0.9113,0.103256
2016-11-01,0.9042,0.90485,0.8993,0.9044,-0.75716
2016-11-02,0.9011,0.90409,0.8986,0.9011,-0.364883
2016-11-03,0.9007,0.9022,0.8988,0.9007,-0.0443902
2016-11-06,0.9012,0.9063,0.8999,0.9008,0.0111025
2016-11-07,0.90494,0.90657,0.9035,0.9048,0.44405
2016-11-08,0.9074,0.91458,0.8848,0.90752,0.300619
2016-11-09,0.91572,0.92029,0.9128,0.9157,0.901358
2016-11-10,0.9183,0.92107,0.9153,0.9183,0.283936
2016-11-13,0.9237,0.93364,0.9196,0.9238,0.598933
2016-11-14,0.9305,0.93251,0.9245,0.9302,0.692791
2016-11-15,0.9323,0.9371,0.9293,0.9322,0.215008
2016-11-16,0.9341,0.93748,0.9302,0.934,0.193092
2016-11-17,0.9412,0.9458,0.93985,0.94135,0.786938
2016-11-20,0.9447,0.9447,0.93888,0.9448,0.366495
2016-11-21,0.93996,0.94453,0.9382,0.93995,-0.513336
2016-11-22,0.94037,0.9497,0.9394,0.9404,0.0478749
2016-11-23,0.9482,0.95034,0.9445,0.9483,0.840068
2016-11-24,0.9466,0.94867,0.9409,0.9468,-0.158178
2016-11-27,0.9424,0.9463,0.9359,0.9423,-0.475285
2016-11-28,0.9416,0.9462,0.94038,0.9415,-0.0848987
2016-11-29,0.9391,0.94473,0.93747,0.9391,-0.254912
2016-11-30,0.9441,0.9445,0.9401,0.9441,0.532425
2016-12-01,0.9378,0.94091,0.9353,0.93781,-0.666243
2016-12-04,0.946,0.9486,0.931,0.945,0.76668
2016-12-05,0.9295,0.93231,0.9272,0.9296,-1.62963
2016-12-06,0.9329,0.9334,0.92859,0.9328,0.344234
2016-12-07,0.92936,0.94251,0.9211,0.9292,-0.385935
2016-12-08,0.9415,0.94891,0.9406,0.9415,1.32372
2016-12-11,0.9482,0.9499,0.941,0.9481,0.701009
2016-12-12,0.9396,0.9428,0.9387,0.9397,-0.885983
2016-12-13,0.9407,0.94206,0.9375,0.9408,0.117059
2016-12-14,0.951,0.9612,0.9501,0.9511,1.09481
2016-12-15,0.9599,0.9612,0.9549,0.9598,0.91473
2016-12-18,0.9571,0.9603,0.95402,0.95694,-0.297979
2016-12-19,0.9611,0.9657,0.9597,0.961,0.424269
2016-12-20,0.9621,0.9629,0.9568,0.96242,0.147763
2016-12-21,0.959,0.959,0.9526,0.9589,-0.365745
2016-12-22,0.9579,0.9588,0.9553,0.95807,-0.0865575
2016-12-25,0.9564,0.9573,0.9551,0.9565,-0.163871
2016-12-26,0.95641,0.95828,0.9559,0.9563,-0.0209096
2016-12-27,0.9558,0.9627,0.954,0.95581,-0.0512392
2016-12-28,0.9599,0.9599,0.9532,0.95997,0.435233
2016-12-29,0.94616,0.95147,0.9442,0.9456,-1.49692
2017-01-01,0.9496,0.9555,0.9487,0.94994,0.0
2017-01-02,0.9561,0.9664,0.9531,0.95602,0.64004
2017-01-03,0.95984,0.96234,0.9543,0.9597,0.384929
2017-01-04,0.9525,0.9536,0.9426,0.9523,-0.771074
2017-01-05,0.9429,0.9488,0.9426,0.94287,-0.990234
2017-01-08,0.9493,0.95116,0.9469,0.9495,0.703172
2017-01-09,0.9445,0.9468,0.9411,0.94441,-0.536072
2017-01-10,0.9475,0.9563,0.9463,0.94765,0.343071
2017-01-11,0.9437,0.9456,0.9358,0.9436,-0.427373
2017-01-12,0.9418,0.9434,0.9374,0.9419,-0.180161
2017-01-15,0.94101,0.94506,0.94043,0.94085,-0.111477
2017-01-16,0.94305,0.94327,0.93301,0.94313,0.242334
2017-01-17,0.93477,0.93812,0.9333,0.93486,-0.876867
2017-01-18,0.94078,0.94431,0.93661,0.94093,0.649295
2017-01-19,0.93797,0.94102,0.935,0.93811,-0.299703
2017-01-22,0.93358,0.93385,0.9297,0.93338,-0.504205
2017-01-23,0.92958,0.93216,0.92826,0.9293,-0.437121
2017-01-24,0.93215,0.93352,0.92861,0.93208,0.29915
2017-01-25,0.9298,0.93715,0.9288,0.93006,-0.21672
2017-01-26,0.93608,0.93804,0.93242,0.93607,0.646195
2017-01-29,0.93291,0.94154,0.93107,0.93336,-0.289508
2017-01-30,0.93396,0.9358,0.92504,0.93383,0.0503557
2017-01-31,0.9257,0.93115,0.9252,0.9256,-0.881317
2017-02-01,0.92864,0.92864,0.92365,0.92873,0.338159
2017-02-02,0.92908,0.93206,0.92617,0.92922,0.0527602
2017-02-05,0.92735,0.934,0.92688,0.92739,-0.196939
2017-02-06,0.93082,0.93837,0.9308,0.93082,0.369855
2017-02-07,0.93642,0.93966,0.93393,0.9365,0.610215
2017-02-08,0.93527,0.93832,0.9337,0.93526,-0.132408
2017-02-09,0.93836,0.94252,0.9373,0.93821,0.31542
2017-02-12,0.94168,0.94398,0.93826,0.94166,0.367721
2017-02-13,0.94347,0.94681,0.94045,0.94353,0.198585
2017-02-14,0.9453,0.95038,0.94447,0.94533,0.190773
2017-02-15,0.94323,0.94335,0.93679,0.94274,-0.273978
2017-02-16,0.93747,0.9411,0.9366,0.93701,-0.607803
2017-02-19,0.94102,0.94293,0.9406,0.94103,0.429024
2017-02-20,0.94248,0.94997,0.94228,0.94256,0.162588
2017-02-21,0.94857,0.95267,0.94731,0.94858,0.638686
2017-02-22,0.94771,0.94886,0.94384,0.9475,-0.113854
2017-02-23,0.94476,0.94641,0.94179,0.94478,-0.287071
2017-02-26,0.94761,0.94761,0.9421,0.94762,0.300599
2017-02-27,0.94493,0.94548,0.941,0.9448,-0.297588
2017-02-28,0.94614,0.951,0.94446,0.94615,0.142887
2017-03-01,0.9491,0.95234,0.9483,0.94914,0.316018
2017-03-02,0.95161,0.95206,0.94574,0.9515,0.248646
2017-03-05,0.94173,0.94534,0.94002,0.94158,-1.04256
2017-03-06,0.94507,0.9469,0.94304,0.94525,0.38977
2017-03-07,0.94617,0.94901,0.9456,0.94606,0.0856916
2017-03-08,0.9484,0.95006,0.94215,0.9481,0.215631
2017-03-09,0.94506,0.94506,0.93729,0.94532,-0.293218
2017-03-12,0.93563,0.93836,0.9332,0.93545,-1.04409
2017-03-13,0.93879,0.94096,0.9379,0.93884,0.362392
2017-03-14,0.94229,0.94246,0.93976,0.94229,0.367475
2017-03-15,0.93128,0.93396,0.9306,0.93128,-1.16843
2017-03-16,0.92846,0.93198,0.92739,0.9281,-0.341466
2017-03-19,0.9309,0.9309,0.9279,0.93084,0.295227
2017-03-20,0.93138,0.93138,0.9243,0.9313,0.0494177
